"","variances","targets"
"1",0.00778077115461137,0.01945
"2",0.00893548177589448,0.0215
"3",0.0108370429186614,0.01715
"4",0.010310680799171,0.0204
"5",0.0104909368811883,0.01915
"6",0.00708810750784571,0.0216
"7",0.0114331197056703,0.0188
"8",0.0100293836541918,0.0201
"9",0.01070406222395,0.0193
"10",0.0110891133787204,0.0182
"11",0.00898788441627965,0.01895
"12",0.00993500886286166,0.02115
"13",0.00908022682429142,0.02075
"14",0.0117244608748156,0.0219
"15",0.0097328009824269,0.01915
"16",0.0104362567426779,0.01925
"17",0.00946667383395574,0.0196
"18",0.0128296462785141,0.02055
"19",0.00935123953314784,0.0212
"20",0.0120587160843458,0.0177
"21",0.0119407831587412,0.0169
"22",0.0130084128568952,0.01935
"23",0.00866100635565613,0.0209
"24",0.0109366156356178,0.0217
"25",0.0120710382846862,0.01735
"26",0.0135437236455547,0.0194
"27",0.0073516038222989,0.0202
"28",0.0110018957021929,0.0199
"29",0.00913287020848043,0.0185
"30",0.00812877153494597,0.0212
"31",0.0080165304405117,0.0217
"32",0.00671559442497027,0.0252
"33",0.0123304346490826,0.02105
"34",0.0113744410668662,0.01875
"35",0.0116945231201504,0.0229
"36",0.00890261520832395,0.01925
"37",0.0106831379019177,0.0182
"38",0.00969455168887257,0.01955
"39",0.00984138499876426,0.02305
"40",0.0132824165942744,0.02045
"41",0.00829833583679115,0.0183
"42",0.0120172130040176,0.02255
"43",0.0125910641844002,0.02085
"44",0.0111777636136517,0.0207
"45",0.0102076470168344,0.01965
"46",0.0083852190581275,0.01975
"47",0.0106646840369516,0.01975
"48",0.00836129724581615,0.0189
"49",0.00907340951444532,0.0196
"50",0.0125666992048224,0.0213
"51",0.0100112051225773,0.01925
"52",0.00926360784412057,0.018
"53",0.00959153250447261,0.0191
"54",0.00974297870814995,0.023
"55",0.00816806967963771,0.01985
"56",0.0108243133151535,0.0211
"57",0.0104106401613251,0.01985
"58",0.0114608867700709,0.02055
"59",0.00788566365543184,0.01985
"60",0.0101719369699692,0.01735
"61",0.0107634618778332,0.01865
"62",0.0123805858765929,0.01785
"63",0.0103172510055853,0.0213
"64",0.00949766062026037,0.0229
"65",0.00909153715448615,0.01785
"66",0.0113952013360192,0.0188
"67",0.0118579570065323,0.01765
"68",0.0104496502163114,0.0238
"69",0.0122118281587613,0.0209
"70",0.00550026313133398,0.02505
"71",0.00955429382797847,0.02155
"72",0.0105485970254618,0.02085
"73",0.0105278083327673,0.0184
"74",0.00845939612800587,0.02095
"75",0.0110405266235347,0.01975
"76",0.00944066203224274,0.0194
"77",0.00928696570342354,0.0186
"78",0.012905423227355,0.02005
"79",0.00997810300653522,0.0218
"80",0.00867219456526042,0.0226
"81",0.0099858236914192,0.02315
"82",0.0132088635325985,0.0213
"83",0.00937247013877635,0.01725
"84",0.00841481463829545,0.0194
"85",0.0119065368406556,0.02165
"86",0.0106036987626494,0.021
"87",0.00890899663427777,0.0195
"88",0.00842471772692481,0.023
"89",0.010325534385478,0.0209
"90",0.0112662234702531,0.02105
"91",0.00916553402152108,0.01835
"92",0.00763622987318846,0.0202
"93",0.0109448243354355,0.0231
"94",0.00897059608220301,0.01895
"95",0.00910039659127474,0.0193
"96",0.0108778213548399,0.01925
"97",0.0104144985039784,0.0167
"98",0.0124961999280198,0.0181
"99",0.00831433204046666,0.0222
"100",0.00899859456098365,0.0197
"101",0.0105555271135664,0.0184
"102",0.00767420698891038,0.01735
"103",0.00963378574992535,0.02
"104",0.0103898583187322,0.02235
"105",0.0117427686205276,0.0212
"106",0.00868371605158607,0.01895
"107",0.0122792960195232,0.01885
"108",0.0118657904165957,0.01835
"109",0.011039314909766,0.01985
"110",0.00915420401697399,0.026
"111",0.00909412505667583,0.02425
"112",0.0089324671197571,0.0204
"113",0.00863091609826598,0.01715
"114",0.00938803115832003,0.01965
"115",0.0104151667087529,0.02015
"116",0.0119271228449994,0.0202
"117",0.00973386136317922,0.01975
"118",0.00970181760428337,0.0182
"119",0.01068649792478,0.02055
"120",0.0107780989280684,0.01925
"121",0.00948547127572758,0.0198
"122",0.0147144335068315,0.01945
"123",0.011818308751683,0.01755
"124",0.00915569247605222,0.0168
"125",0.0118886466784833,0.0195
"126",0.0110907938796845,0.01675
"127",0.0102508516112866,0.0228
"128",0.00927603292515856,0.01845
"129",0.0114934087685491,0.0207
"130",0.00933181777632989,0.0186
"131",0.0114225608328562,0.02195
